,Title,Runtime (mins),Year,Release Date,IMDb Rating,Num Votes,Rotten Tomatoes Rating,Metascore,Box Office
5222,Invaders from Mars,100 min,1986,06 Jun 1986,5.5,"6,865",36%,N/A,N/A
5223,The Chipmunk Adventure,77 min,1987,22 May 1987,7.2,"4,799",75%,N/A,N/A
5224,Suspect,121 min,1987,23 Oct 1987,6.6,"8,403",69%,N/A,N/A
5225,18 Again!,93 min,1988,08 Apr 1988,5.7,"3,898",29%,N/A,N/A
5226,Big Top Pee-wee,86 min,1988,22 Jul 1988,5.0,"8,193",35%,N/A,N/A
5227,Clean and Sober,124 min,1988,10 Aug 1988,6.7,"5,213",58%,N/A,N/A
5228,Ernest Saves Christmas,95 min,1988,11 Nov 1988,5.6,"9,287",36%,44,N/A
5229,Family Business,110 min,1989,15 Dec 1989,5.7,"11,142",38%,N/A,N/A
5230,An Innocent Man,113 min,1989,06 Oct 1989,6.4,"5,574",38%,39,N/A
5231,Johnny Handsome,94 min,1989,29 Sep 1989,6.1,"8,146",62%,N/A,N/A
5232,Talk Radio,110 min,1988,13 Jan 1989,7.3,"11,603",83%,66,N/A
5233,Vice Versa,98 min,1988,11 Mar 1988,5.8,"8,501",43%,N/A,N/A
5234,Havana,144 min,1990,14 Dec 1990,6.1,"6,551",28%,N/A,N/A
5235,Taking Care of Business,108 min,1990,17 Aug 1990,6.4,"7,239",29%,N/A,N/A
5236,Mortal Thoughts,103 min,1991,19 Apr 1991,5.7,"7,740",57%,N/A,N/A
5237,Only the Lonely,104 min,1991,24 May 1991,6.4,"9,203",64%,N/A,N/A
5238,House Party 2,94 min,1991,23 Oct 1991,5.2,"5,524",21%,N/A,N/A
5239,Article 99,100 min,1992,13 Mar 1992,6.1,"2,719",43%,N/A,N/A
5240,Straight Talk,91 min,1992,03 Apr 1992,5.7,"3,116",36%,N/A,N/A
5241,A Far Off Place,108 min,1993,12 Mar 1993,6.6,"3,119",45%,N/A,N/A
5242,Life with Mikey,91 min,1993,04 Jun 1993,5.6,"5,002",27%,N/A,N/A
5243,Matinee,99 min,1993,29 Jan 1993,6.8,"8,396",94%,N/A,N/A
5244,Undercover Blues,90 min,1993,10 Sep 1993,6.0,"7,072",33%,N/A,N/A
5245,Warlock: The Armageddon,98 min,1993,24 Sep 1993,5.4,"4,875",N/A,N/A,N/A
5246,The Amazing Panda Adventure,84 min,1995,25 Aug 1995,5.8,"3,585",20%,N/A,N/A
5247,Moonlight and Valentino,105 min,1995,29 Sep 1995,5.8,"3,287",15%,N/A,N/A
5248,Panther,124 min,1995,03 May 1995,6.4,"2,055",27%,N/A,N/A
5249,The Adventures of Pinocchio,96 min,1996,26 Jul 1996,5.3,"4,809",27%,N/A,N/A
5250,Alaska,109 min,1996,14 Aug 1996,5.7,"4,816",18%,N/A,N/A
5251,To Gillian on Her 37th Birthday,93 min,1996,25 Oct 1996,5.8,"4,383",14%,N/A,N/A
5252,Two If by Sea,96 min,1996,12 Jan 1996,5.2,"5,107",11%,N/A,N/A
5253,Bad Moon,80 min,1996,01 Nov 1996,5.8,"5,015",38%,N/A,N/A
5254,The MatchMaker,97 min,1997,03 Oct 1997,6.5,"5,203",50%,N/A,N/A
5255,'Til There Was You,113 min,1997,30 May 1997,4.8,"2,516",5%,N/A,N/A
5256,Trial and Error,98 min,1997,30 May 1997,5.7,"5,700",51%,N/A,N/A
5257,Star Kid,101 min,1997,16 Jan 1998,5.4,"2,223",43%,N/A,N/A
5258,Home Fries,91 min,1998,25 Nov 1998,5.0,"7,713",31%,45,N/A
5259,The Love Letter,88 min,1999,21 May 1999,5.4,"3,819",33%,N/A,N/A
5260,Mumford,112 min,1999,24 Sep 1999,6.9,"8,493",56%,62,N/A
5261,Digimon: The Movie,82 min,2000,06 Oct 2000,6.0,"6,274",24%,20,"$9,009,288"
5262,The Original Kings of Comedy,115 min,2000,18 Aug 2000,6.7,"5,079",86%,76,"$37,680,981"
5263,Double Take,88 min,2001,12 Jan 2001,5.4,"7,768",12%,25,N/A
5264,The Forsaken,90 min,2001,27 Apr 2001,5.3,"7,898",7%,35,"$6,258,942"
5265,Soul Survivors,84 min,2001,07 Sep 2001,3.9,"7,901",4%,20,"$2,014,304"
5266,Dave Chappelle's Block Party,103 min,2005,03 Mar 2006,7.2,"8,452",92%,84,"$11,700,000"
5267,Larry the Cable Guy: Health Inspector,89 min,2006,24 Mar 2006,3.2,"9,518",5%,21,"$15,655,665"
5268,The Final Season,119 min,2007,12 Oct 2007,6.7,"2,318",24%,43,"$988,964"
5269,Steal,83 min,2002,08 May 2002,5.5,"5,469",29%,N/A,N/A
5270,Timecode,97 min,2000,28 Apr 2000,6.2,"6,199",68%,65,N/A
5271,Paperback Hero,96 min,1999,25 Mar 1999,6.5,"1,902",N/A,N/A,N/A
5272,Levity,100 min,2003,29 Aug 2003,6.4,"6,030",34%,45,N/A
5273,Groove,86 min,2000,19 Oct 2000,6.5,"3,834",57%,54,N/A
5274,Blackball,96 min,2003,05 Sep 2003,5.5,"3,811",41%,N/A,N/A
5275,Bread and Roses,110 min,2000,25 Oct 2000,7.1,"5,011",67%,57,N/A
5276,Wilbur Wants to Kill Himself,109 min,2002,08 Nov 2002,6.9,"7,352",85%,69,N/A
5277,The Saddest Music in the World,100 min,2003,12 May 2005,7.2,"5,465",79%,78,"$559,351"
5278,What's Cooking?,109 min,2000,01 Dec 2000,7.1,"2,364",52%,57,"$660,140"
5279,September 11,134 min,2002,11 Sep 2002,7.0,"5,206",78%,61,N/A
5280,A Fish Tale,80 min,2000,29 Jun 2001,5.9,"4,904",N/A,N/A,N/A
5281,Novocaine,95 min,2001,14 Dec 2001,5.8,"10,302",38%,45,"$1,512,342"
5282,Things You Can Tell Just by Looking at Her,109 min,2000,04 Oct 2000,6.5,"6,202",74%,76,N/A
5283,Me Without You,107 min,2001,23 Nov 2001,7.0,"4,155",66%,67,"$55,337"
5284,The Third Wheel,91 min,2002,31 May 2002,5.5,"4,372",33%,N/A,N/A
5285,Dancing at the Blue Iguana,123 min,2000,11 Oct 2001,5.8,"3,475",23%,41,N/A
5286,Sordid Lives,111 min,2000,11 May 2001,6.8,"2,674",37%,47,N/A
5287,The Lost Skeleton of Cadavra,90 min,2001,01 Sep 2001,7.0,"4,507",51%,45,N/A
5288,Best Laid Plans,92 min,1999,14 May 1999,6.2,"6,845",43%,40,N/A
5289,The Trench,98 min,1999,17 Sep 1999,6.1,"2,225",N/A,58,N/A
5290,Blind Horizon,99 min,2003,05 Mar 2004,5.6,"4,223",N/A,N/A,N/A
5291,Tangled,86 min,2001,02 Nov 2001,5.7,"2,239",N/A,N/A,N/A
5292,Psycho Beach Party,95 min,2000,07 Sep 2001,6.3,"5,177",53%,42,N/A
5293,The Loss of Sexual Innocence,106 min,1999,07 Jan 2000,5.4,"2,998",47%,42,N/A
5294,Bollywood/Hollywood,105 min,2002,25 Oct 2002,6.0,"2,385",41%,35,N/A
5295,Thirteen Conversations About One Thing,104 min,2001,05 Jul 2002,7.1,"9,155",83%,74,"$3,004,491"
5296,Vulgar,87 min,2000,26 Apr 2002,5.3,"3,773",23%,5,N/A
5297,Agnes Browne,92 min,1999,03 Mar 2000,6.6,"1,923",41%,55,N/A
5298,Bootmen,95 min,2000,05 Oct 2000,6.2,"2,128",35%,45,N/A
5299,Mercy,117 min,2000,11 Feb 2000,5.4,"2,010",17%,N/A,N/A
5300,The Deep End,101 min,2001,31 Aug 2001,6.6,"10,558",82%,78,"$8,301,918"
5301,The Unsaid,111 min,2001,14 Sep 2001,6.7,"5,938",N/A,N/A,N/A
5302,Men with Brooms,102 min,2002,22 Nov 2002,5.8,"4,046",61%,N/A,N/A
5303,Speaking of Sex,97 min,2001,20 Sep 2002,5.8,"2,150",N/A,N/A,N/A
5304,New Best Friend,91 min,2002,12 Apr 2002,5.3,"3,098",5%,13,N/A
5305,The Tao of Steve,87 min,2000,01 Sep 2000,6.7,"7,131",80%,70,"$2,586,310"
5306,Chinese Coffee,99 min,2000,02 Sep 2000,7.3,"3,372",N/A,N/A,N/A
5307,Dance with the Devil,126 min,1997,31 Oct 1997,6.3,"7,321",33%,N/A,N/A
5308,Polish Wedding,105 min,1998,17 Jul 1998,5.4,"2,976",42%,N/A,N/A
5309,Boys,86 min,1996,10 May 1996,4.8,"3,277",15%,N/A,N/A
5310,3 Ninjas Knuckle Up,85 min,1995,07 Apr 1995,4.2,"4,913",N/A,39,N/A
5311,Ulee's Gold,113 min,1997,18 Jul 1997,7.1,"6,322",94%,77,N/A
5312,A Murder of Crows,102 min,1998,06 Jul 1999,6.4,"6,907",0%,N/A,N/A
5313,The Funeral,99 min,1996,01 Nov 1996,6.6,"7,753",79%,N/A,N/A
5314,Zero Effect,116 min,1998,30 Jan 1998,7.0,"13,325",64%,N/A,N/A
5315,SubUrbia,121 min,1996,03 Jul 1997,6.8,"8,270",64%,62,N/A
5316,Overnight Delivery,87 min,1998,07 Apr 1998,6.2,"5,813",43%,N/A,N/A
5317,Safe House,112 min,1998,24 Jan 1999,7.1,"2,257",N/A,N/A,N/A
5318,Kickboxer 4: The Aggressor,90 min,1994,14 May 1994,4.2,"2,963",N/A,N/A,N/A
5319,Blue in the Face,83 min,1995,13 Oct 1995,6.7,"8,533",41%,54,N/A
5320,Moll Flanders,123 min,1996,14 Jun 1996,6.5,"3,743",43%,N/A,N/A
5321,The Secret Agent,95 min,1996,08 Nov 1996,5.7,"2,112",50%,41,N/A
5322,Royal Deceit,103 min,1994,23 Feb 1994,5.8,"1,844",N/A,N/A,N/A
5323,New Jersey Drive,98 min,1995,19 Apr 1995,6.7,"2,595",64%,N/A,N/A
5324,B. Monkey,92 min,1998,15 Jul 1999,6.0,"3,164",63%,49,N/A
5325,Tromeo and Juliet,107 min,1996,28 Feb 1997,6.2,"4,874",N/A,N/A,N/A
5326,Girl,99 min,1998,16 May 1998,5.9,"2,549",N/A,N/A,N/A
5327,City of Industry,97 min,1997,14 Mar 1997,6.2,"5,425",43%,N/A,N/A
5328,Death Wish V: The Face of Death,95 min,1994,14 Jan 1994,4.8,"6,244",N/A,25,N/A
5329,The Very Thought of You,88 min,1998,08 May 1998,6.4,"4,183",33%,43,N/A
5330,Children of the Corn III: Urban Harvest,92 min,1995,12 Sep 1995,4.1,"6,136",N/A,N/A,N/A
5331,Of Love and Shadows,103 min,1994,10 May 1996,5.2,"1,728",20%,N/A,N/A
5332,Freaked,80 min,1993,31 Mar 1994,6.3,"5,507",47%,N/A,N/A
5333,Bride of Re-Animator,96 min,1989,08 Jul 1990,6.3,"11,783",44%,N/A,N/A
5334,Bob Roberts,102 min,1992,04 Sep 1992,7.0,"12,556",97%,70,N/A
5335,Simple Men,105 min,1992,06 Nov 1992,7.2,"3,748",91%,N/A,N/A
5336,Proof,86 min,1991,20 Mar 1992,7.3,"5,725",94%,N/A,N/A
5337,Money for Nothing,100 min,1993,10 Sep 1993,5.8,"3,503",N/A,N/A,N/A
5338,The Blood of Heroes,90 min,1989,23 Feb 1990,6.5,"5,630",13%,N/A,N/A
5339,Johnny Suede,97 min,1991,22 Apr 1992,5.8,"3,401",33%,53,N/A
5340,Dream Lover,103 min,1993,06 May 1994,6.2,"3,681",57%,N/A,N/A
5341,Twenty Bucks,91 min,1993,22 Oct 1993,6.4,"3,394",75%,N/A,N/A
5342,The Big Picture,100 min,1989,15 Dec 1989,6.2,"4,302",91%,64,N/A
5343,Wise Guys,100 min,1986,18 Apr 1986,5.6,"4,878",31%,N/A,N/A
5344,Lady in White,113 min,1988,22 Apr 1988,6.7,"5,586",67%,N/A,N/A
5345,Gothic,87 min,1986,10 Apr 1987,5.8,"6,475",50%,N/A,N/A
5346,The Hills Have Eyes Part II,86 min,1984,02 Aug 1985,3.8,"5,012",0%,25,N/A
5347,Drowning by Numbers,118 min,1988,01 Jun 1991,7.3,"7,262",92%,N/A,N/A
5348,Hobgoblins,88 min,1988,14 Jul 1988,2.2,"10,270",N/A,N/A,N/A
5349,'Round Midnight,133 min,1986,03 Oct 1986,7.4,"4,299",100%,N/A,N/A
5350,Bat*21,105 min,1988,21 Oct 1988,6.4,"7,347",81%,58,N/A
5351,Howling II: ... Your Sister Is a Werewolf,91 min,1985,04 Jul 1986,3.5,"5,655",27%,N/A,N/A
5352,One from the Heart,107 min,1981,11 Feb 1982,6.5,"4,595",50%,57,N/A
5353,Suburbia,94 min,1983,12 Oct 1984,7.1,"3,653",92%,N/A,N/A
5354,Butterfly,108 min,1982,05 Feb 1982,4.6,"1,029",N/A,N/A,N/A
5355,Liquid Sky,112 min,1982,15 Apr 1983,6.1,"5,027",95%,N/A,N/A
5356,S.O.B.,122 min,1981,01 Jul 1981,6.4,"5,055",86%,62,"$14,867,086"
5357,Looker,93 min,1981,30 Oct 1981,6.1,"4,187",28%,20,N/A
5358,Death Hunt,97 min,1981,N/A,7.0,"6,194",17%,40,N/A
5359,Under the Rainbow,98 min,1981,31 Jul 1981,5.4,"2,404",0%,N/A,N/A
5360,BMX Bandits,88 min,1983,29 Dec 1983,5.4,"4,348",67%,53,N/A
5361,Terror Train,97 min,1980,03 Oct 1980,5.9,"8,101",33%,N/A,N/A
5362,The Private Eyes,91 min,1980,17 Apr 1980,6.8,"2,427",N/A,N/A,N/A
5363,True Confessions,108 min,1981,25 Sep 1981,6.3,"6,466",75%,68,N/A
5364,Raise the Titanic,115 min,1980,01 Aug 1980,4.8,"3,496",43%,N/A,N/A
5365,Ms .45,80 min,1981,24 Apr 1981,6.8,"7,314",90%,62,N/A
5366,Slave of the Cannibal God,99 min,1978,13 Apr 1979,5.3,"3,374",N/A,N/A,N/A
5367,Felicity,90 min,1978,10 Oct 1978,5.3,831,N/A,N/A,N/A
5368,Starcrash,92 min,1978,09 Mar 1979,3.9,"5,377",33%,N/A,N/A
5369,Death Bed: The Bed That Eats,77 min,1977,11 Feb 2010,4.4,"1,867",N/A,N/A,N/A
5370,Thank God It's Friday,89 min,1978,20 Jul 1978,5.3,"1,979",30%,N/A,N/A
5371,Martin,95 min,1977,01 Sep 1977,7.2,"8,916",90%,68,N/A
5372,White Lightning,101 min,1973,22 Oct 1973,6.4,"3,366",83%,60,N/A
5373,Scorpio,114 min,1973,19 Apr 1973,6.5,"3,383",67%,N/A,N/A
5374,The Life and Times of Judge Roy Bean,120 min,1972,01 Dec 1972,7.0,"6,451",75%,N/A,N/A
5375,The Pig Keeper's Daughter,92 min,1972,18 Aug 1972,4.8,573,N/A,N/A,N/A
5376,Asylum,88 min,1972,17 Nov 1972,6.5,"5,051",36%,N/A,"$295,287"
5377,Funny Lady,136 min,1975,15 Mar 1975,6.5,"4,568",40%,N/A,N/A
5378,"Farewell, My Lovely",95 min,1975,08 Aug 1975,7.2,"5,394",84%,70,N/A
5379,Maggie's Stiletto Sisters,91 min,1975,01 May 1975,6.6,"3,000",53%,N/A,N/A
5380,Dirty Mary Crazy Larry,93 min,1974,17 May 1974,6.7,"5,603",50%,52,N/A
5381,Benji,86 min,1974,31 May 1974,6.2,"4,040",86%,35,N/A
5382,Ivan Vasilievich: Back to the Future,93 min,1973,01 Jun 1973,8.4,"13,073",N/A,N/A,N/A
5383,Charley Varrick,111 min,1973,19 Oct 1973,7.5,"9,598",88%,N/A,N/A
5384,Jonathan Livingston Seagull,120 min,1973,23 Oct 1973,6.0,"1,619",10%,N/A,N/A
5385,The Mother and the Whore,210 min,1973,17 May 1973,8.1,"4,394",96%,N/A,N/A
5386,O Lucky Man!,178 min,1973,20 Jun 1973,7.8,"7,002",78%,N/A,N/A
5387,The Killing of a Chinese Bookie,135 min,1976,08 Oct 1977,7.5,"9,408",81%,65,N/A
5388,The Turning Point,119 min,1977,18 Nov 1977,6.9,"3,873",60%,68,N/A
5389,March or Die,107 min,1977,13 Oct 1977,6.4,"2,663",N/A,N/A,N/A
5390,The American Friend,125 min,1977,28 Sep 1977,7.4,"11,849",91%,N/A,N/A
5391,Wolfen,115 min,1981,24 Jul 1981,6.3,"8,124",75%,64,N/A
5392,Hooper,99 min,1978,28 Jul 1978,6.3,"5,493",69%,70,N/A
5393,Love at First Bite,96 min,1979,27 Apr 1979,6.1,"4,912",67%,N/A,N/A
5394,The Great Santini,115 min,1979,26 Oct 1979,7.2,"5,211",94%,N/A,N/A
5395,Meteor,108 min,1979,19 Oct 1979,5.0,"6,121",5%,N/A,N/A
5396,The Osterman Weekend,103 min,1983,04 Nov 1983,5.9,"7,324",40%,N/A,N/A
5397,Cheech & Chong's The Corsican Brothers,82 min,1984,27 Jul 1984,4.7,"3,619",N/A,35,N/A
5398,Iceman,100 min,1984,13 Apr 1984,6.1,"4,775",N/A,N/A,N/A
5399,Teachers,107 min,1984,05 Oct 1984,6.0,"3,581",62%,N/A,N/A
5400,Code of Silence,101 min,1985,03 May 1985,6.1,"6,055",63%,64,N/A
5401,Heaven Help Us,104 min,1985,08 Feb 1985,7.0,"3,675",40%,64,N/A
5402,Black Moon Rising,100 min,1986,10 Jan 1986,5.4,"4,468",36%,N/A,N/A
5403,Club Paradise,96 min,1986,11 Jul 1986,4.9,"5,462",N/A,40,N/A
5404,My Little Pony: The Movie,86 min,1986,06 Jun 1986,6.0,"2,311",N/A,N/A,N/A
5405,Tough Guys,104 min,1986,03 Oct 1986,6.2,"6,037",57%,N/A,N/A
5406,Trick or Treat,98 min,1986,24 Oct 1986,5.8,"5,199",75%,57,N/A
5407,Death Wish 4: The Crackdown,99 min,1987,06 Nov 1987,5.4,"7,968",14%,46,N/A
5408,Extreme Prejudice,104 min,1987,24 Apr 1987,6.6,"5,452",67%,N/A,N/A
5409,Made in Heaven,103 min,1987,06 Nov 1987,6.5,"2,890",45%,N/A,N/A
5410,Nuts,116 min,1987,11 Dec 1987,6.8,"5,408",36%,N/A,N/A
5411,The Principal,109 min,1987,18 Sep 1987,6.3,"8,115",50%,N/A,N/A
5412,Arthur 2: On the Rocks,113 min,1988,08 Jul 1988,4.4,"5,652",13%,N/A,N/A
5413,Fresh Horses,105 min,1988,18 Nov 1988,5.0,"1,561",0%,N/A,N/A
5414,Dad,117 min,1989,10 Nov 1989,6.2,"4,170",60%,N/A,N/A
5415,Moving,89 min,1988,04 Mar 1988,6.2,"4,625",N/A,36,N/A
5416,Punchline,128 min,1988,07 Oct 1988,5.8,"7,456",56%,N/A,N/A
5417,Prancer,103 min,1989,17 Nov 1989,6.4,"4,058",67%,N/A,N/A
5418,Stealing Home,98 min,1988,26 Aug 1988,6.8,"3,855",20%,N/A,N/A
5419,Sunset,102 min,1988,29 Apr 1988,5.7,"3,606",17%,N/A,N/A
5420,Jetsons: The Movie,82 min,1990,06 Jul 1990,5.6,"4,280",27%,46,N/A
5421,The Perfect Weapon,83 min,1991,15 Mar 1991,6.0,"3,196",45%,N/A,N/A
5422,Pure Luck,96 min,1991,09 Aug 1991,5.7,"6,052",9%,36,N/A
5423,Shout,89 min,1991,04 Oct 1991,5.1,"1,709",N/A,N/A,N/A
5424,Strictly Business,83 min,1991,08 Nov 1991,5.5,"1,652",10%,N/A,N/A
5425,Sarafina!,117 min,1992,25 Sep 1992,6.4,"1,692",60%,N/A,N/A
5426,Best of the Best II,101 min,1993,05 Mar 1993,5.4,"4,861",10%,N/A,N/A
5427,The Temp,99 min,1993,12 Feb 1993,5.2,"2,772",29%,N/A,N/A
5428,Getting Even with Dad,109 min,1994,17 Jun 1994,4.7,"6,904",3%,N/A,N/A
5429,Lassie,94 min,1994,22 Jul 1994,5.9,"4,770",88%,N/A,N/A
5430,Lightning Jack,98 min,1994,11 Mar 1994,5.4,"5,996",6%,N/A,N/A
5431,Sugar Hill,123 min,1993,25 Feb 1994,5.9,"3,774",20%,N/A,N/A
5432,Wagons East,107 min,1994,26 Aug 1994,4.8,"4,595",0%,N/A,N/A
5433,White Man's Burden,89 min,1995,01 Dec 1995,5.2,"4,410",24%,N/A,N/A
5434,Big Bully,90 min,1996,26 Jan 1996,4.6,"4,185",0%,N/A,N/A
5435,Celtic Pride,91 min,1996,19 Apr 1996,5.2,"9,149",9%,N/A,N/A
5436,Heaven's Prisoners,132 min,1996,17 May 1996,5.7,"4,597",16%,N/A,N/A
5437,If Lucy Fell,92 min,1996,08 Mar 1996,4.9,"3,651",18%,N/A,N/A
5438,Lawnmower Man 2: Beyond Cyberspace,93 min,1996,12 Jan 1996,2.4,"8,668",11%,29,N/A
5439,The Spitfire Grill,117 min,1996,06 Sep 1996,6.9,"5,094",33%,N/A,N/A
5440,8 Heads in a Duffel Bag,95 min,1997,18 Apr 1997,5.3,"8,959",11%,15,N/A
5441,The Beautician and the Beast,105 min,1997,07 Feb 1997,5.4,"7,801",19%,N/A,N/A
5442,Meet Wally Sparks,105 min,1997,31 Jan 1997,5.2,"2,913",13%,N/A,N/A
5443,A Thousand Acres,105 min,1997,19 Sep 1997,6.0,"4,793",24%,N/A,N/A
5444,Zeus and Roxanne,98 min,1997,24 Jan 1997,5.3,"2,649",44%,N/A,N/A
5445,The Odd Couple II,97 min,1998,10 Apr 1998,6.4,"8,439",27%,N/A,N/A
5446,Palmetto,114 min,1998,20 Feb 1998,6.0,"7,227",39%,43,N/A
5447,Chill Factor,102 min,1999,01 Sep 1999,5.2,"8,942",11%,33,N/A
5448,Light It Up,99 min,1999,10 Nov 1999,6.0,"3,303",39%,43,N/A
5449,The Muse,97 min,1999,27 Aug 1999,5.6,"10,030",53%,56,N/A
5450,The Crew,88 min,2000,25 Aug 2000,5.6,"4,330",20%,37,"$12,485,210"
5451,King's Ransom,95 min,2005,22 Apr 2005,4.2,"3,451",2%,11,"$3,998,889"
5452,The Honeymooners,90 min,2005,10 Jun 2005,3.2,"6,773",13%,31,"$12,802,068"
5453,Feel the Noise,86 min,2007,05 Oct 2007,2.8,"3,517",12%,36,"$5,867,786"
5454,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,74 min,2008,01 Feb 2008,2.4,"8,366",72%,59,"$65,138,443"
5455,Cecil B. DeMented,87 min,2000,01 Sep 2000,6.2,"12,535",53%,57,N/A
5456,What Becomes of the Broken Hearted?,108 min,1999,27 May 1999,6.4,"2,981",N/A,N/A,N/A
5457,Stranded,95 min,2001,12 Apr 2002,5.4,"2,387",N/A,N/A,N/A
5458,The Battle of Shaker Heights,79 min,2003,22 Aug 2003,6.1,"4,051",40%,33,N/A
5459,Spiders,94 min,2000,27 Dec 2000,3.9,"2,536",33%,N/A,N/A
5460,Malevolence,90 min,2003,15 Apr 2005,5.2,"2,812",33%,43,N/A
5461,The Big Kahuna,90 min,1999,19 May 2000,6.6,"13,319",73%,56,N/A
5462,The Closer You Get,90 min,2000,08 Sep 2000,6.3,"1,339",32%,44,N/A
5463,Unconditional Love,124 min,2002,23 Aug 2002,6.9,"3,402",14%,N/A,N/A
5464,Harvard Man,99 min,2001,01 Aug 2001,4.9,"4,053",33%,49,N/A
5465,Octane,91 min,2003,14 Nov 2003,4.3,"2,946",17%,N/A,N/A
5466,The Bank,104 min,2001,06 Sep 2001,6.6,"2,710",61%,54,N/A
5467,The Foreigner,96 min,2003,20 Jun 2003,3.3,"6,022",0%,N/A,N/A
5468,Resurrection,108 min,1999,05 Jun 1999,6.2,"8,320",17%,N/A,N/A
5469,Haggard,96 min,2003,24 Jun 2003,6.5,"4,132",N/A,N/A,N/A
5470,The Trip,95 min,2002,05 May 2002,7.0,"3,562",N/A,47,N/A
5471,A Shot at Glory,114 min,2000,12 Jul 2002,6.3,"1,997",67%,66,N/A
5472,The Winslow Boy,104 min,1999,29 Oct 1999,7.4,"6,947",97%,79,N/A
5473,Fortress 2,92 min,2000,02 Mar 2000,4.5,"6,083",0%,N/A,N/A
5474,State Property,88 min,2002,18 Jan 2002,4.4,"1,796",0%,9,"$2,070,892"
5475,The First $20 Million Is Always the Hardest,105 min,2002,11 Oct 2002,5.6,"2,975",11%,20,N/A
5476,Love's Labour's Lost,93 min,2000,31 Mar 2000,6.1,"4,173",50%,35,N/A
5477,Harrison's Flowers,121 min,2000,15 Mar 2002,7.2,"5,836",49%,49,"$1,621,845"
5478,The Body,109 min,2001,13 Dec 2001,5.4,"7,019",13%,21,N/A
5479,Mambo Italiano,99 min,2003,19 Sep 2003,6.7,"5,860",32%,41,"$6,239,558"
5480,The Dancer Upstairs,132 min,2002,23 May 2003,7.0,"6,053",64%,64,"$2,400,000"
5481,Daddy and Them,101 min,2001,N/A,5.7,"1,997",86%,N/A,N/A
5482,Thick as Thieves,93 min,1999,09 Apr 1999,6.2,"2,197",N/A,N/A,N/A
5483,"Scotland, Pa.",104 min,2001,22 Jan 2001,6.8,"4,069",59%,49,"$228,361"
5484,Coming Soon,96 min,1999,17 Apr 1999,4.4,"1,462",29%,44,N/A
5485,Tumbleweeds,102 min,1999,03 Mar 2000,6.7,"3,102",82%,75,N/A
5486,The Hebrew Hammer,85 min,2003,25 Mar 2004,6.2,"4,478",50%,41,N/A
5487,Bloodsport 2,90 min,1996,01 Mar 1996,4.8,"2,662",N/A,N/A,N/A
5488,Jeffrey,92 min,1995,18 Aug 1995,6.7,"5,344",69%,N/A,N/A
5489,Face,105 min,1997,26 Sep 1997,6.7,"3,983",38%,N/A,N/A
5490,Besieged,93 min,1998,05 Feb 1999,6.9,"4,340",75%,N/A,N/A
5491,Mother's Boys,96 min,1993,18 Mar 1994,5.4,"2,764",43%,N/A,N/A
5492,Digging to China,98 min,1997,11 Sep 1998,6.9,"2,365",43%,N/A,N/A
5493,The Real Blonde,105 min,1997,27 Feb 1998,6.0,"3,687",34%,48,N/A
5494,Henry Fool,137 min,1997,19 Jun 1998,7.3,"6,532",89%,68,N/A
5495,Head On,104 min,1998,13 Aug 1998,6.4,"3,761",N/A,N/A,N/A
5496,Citizen Ruth,106 min,1996,13 Dec 1996,7.0,"6,719",80%,64,N/A
5497,Dog Park,91 min,1998,24 Sep 1999,5.1,"2,029",36%,46,N/A
5498,Mother Night,114 min,1996,01 Nov 1996,7.2,"4,648",63%,N/A,N/A
5499,Edge of Seventeen,99 min,1998,20 Apr 2000,6.8,"5,350",75%,N/A,N/A
5500,The Fantastic Four,90 min,1994,31 May 1994,3.9,"4,494",33%,N/A,N/A
5501,Oscar and Lucinda,132 min,1997,31 Dec 1997,6.7,"6,200",66%,66,N/A
5502,American Buffalo,88 min,1996,13 Sep 1996,5.7,"3,211",74%,N/A,N/A
5503,The Stöned Age,90 min,1994,05 Dec 1994,6.3,"4,060",N/A,N/A,N/A
5504,Puddle Cruiser,102 min,1996,N/A,5.7,"2,391",N/A,N/A,N/A
5505,The Addiction,82 min,1995,06 Oct 1995,6.4,"7,882",75%,N/A,N/A
5506,Phoenix,107 min,1998,04 Sep 1998,6.4,"3,350",50%,N/A,N/A
5507,Death Machine,120 min,1994,26 May 1995,5.7,"3,326",N/A,N/A,N/A
5508,Wild Side,96 min,1995,22 Jun 1996,5.6,"1,990",N/A,N/A,N/A
5509,Ulysses' Gaze,176 min,1995,01 Nov 1997,7.6,"5,329",31%,N/A,N/A
5510,Breaking Up,90 min,1997,17 Oct 1997,4.9,"2,553",N/A,N/A,N/A
5511,Critters 4,87 min,1992,14 Oct 1992,4.1,"6,068",N/A,N/A,N/A
5512,Homicide,102 min,1991,28 Aug 1991,7.1,"5,361",91%,84,N/A
5513,Fire on the Amazon,87 min,1993,N/A,3.5,"2,304",N/A,N/A,N/A
5514,Brain Dead,85 min,1990,19 Jan 1990,6.0,"3,215",17%,N/A,N/A
5515,Intruder,83 min,1989,13 Jan 1989,6.3,"6,380",N/A,N/A,N/A
5516,Moon 44,98 min,1990,15 Feb 1990,5.0,"4,232",N/A,39,N/A
5517,Jacknife,102 min,1989,10 Mar 1989,6.3,"5,101",64%,N/A,N/A
5518,Trust,107 min,1990,20 Sep 1991,7.4,"8,301",83%,67,N/A
